key_word,stb_num,cdsn_iuc,pcb_num
S041453351,S0414533515,7042586772,308966045622
S041312892,S0413128927,7038032205,308937041895
S041773053,S0417730532,7034756590,309173024204
S041339138,S0413391385,7037987773,308936007123
S041514494,S0415144946,7033910669,309035003801
S040884105,S0408841054,7036226736,308783025896
S040899401,S0408994012,7034376840,308783044850
S041623732,S0416237328,7036707060,309097018891
S041832375,S0418323752,7034644884,309197033116
S041707903,S0417079033,7034725069,309173000312
S040528837,S0405288370,7030617860,308619038563
S040177201,S0401772014,7030183852,308513034402
S040887982,S0408879825,7036208257,308783029025
S040298144,S0402981440,7034645330,308556034432
S041655663,S0416556636,7035922513,309097043446
S040894607,S0408946077,7036203663,308783033602
S042344337,S0423443375,7037721720,309436012229
S041805916,S0418059168,7035538429,309197006376
S042509159,S0425091590,7038260386,309471042077
S042420910,S0424209104,7038543487,309435043498
S042523233,S0425232339,7038609498,309470001540
S042577440,S0425774409,7038280712,309552003263
S040738425,S0407384253,7038715489,308747003194
S041420609,S0414206093,7033633216,308966020971
S040952394,S0409523943,7036528603,308782032250
S040930914,S0409309143,7036771291,308782017565
S041191582,S0411915824,7038098206,308896012448
S040961899,S0409618995,7036524855,308782046885
S040656132,S0406561321,7034214830,308721021515
S041004302,S0410043025,7034540448,308852019741
S041097025,S0410970252,7034252895,308853007715
S041642144,S0416421447,7036474082,309097032971
S041852106,S0418521066,7034637539,309197041504
S041071899,S0410718995,7038030362,308854030677
S041334585,S0413345855,7038362520,308936020639
S041086985,S0410869853,7038080994,308854049162
S041216256,S0412162560,7034275332,308896033347
S040453015,S0404530151,7030828651,308620018818
S040032022,S0400320225,7030205939,308473015648
S040695135,S0406951359,7033627884,308723020287
S040686615,S0406866157,7033970305,308723000999
S040733349,S0407333497,7035608436,308723045230
S041750906,S0417509062,7034184002,309134048634
S041393376,S0413933765,7042582244,308953024995
S041379422,S0413794226,7034143914,308953011683
S041559734,S0415597347,7033679972,309036003779
S041026973,S0410269732,7043363476,308852035139
S041112424,S0411124240,7034514528,308853022638
S041747595,S0417475958,7033486351,309134042231
S041122271,S0411222713,7033558169,308853037909
S040143930,S0401439307,7035552432,308543012417
S040707474,S0407074742,7034053584,308723017082
S040715422,S0407154223,7033929105,308723032857
S041282044,S0412820444,7043345929,308937011149
S041082040,S0410820404,7033596625,308854042960
S041004751,S0410047519,7034540824,308852019850
S041124321,S0411243214,7034722237,308853044989
S040806704,S0408067049,7033619345,308747022881
S041128670,S0411286703,7034316755,308853048397
S041472686,S0414726860,7033892324,309035043289
S040794695,S0407946952,7030801629,308747015265
S040009249,S0400092494,7030207958,308473007882
S040877576,S0408775760,7036411893,308783019423
S041740280,S0417402802,7034125161,309134034515
S041554549,S0415545495,7036632681,309035049467
S040959165,S0409591655,7036346335,308782049687
S041207171,S0412071719,7038498684,308896024242
S040395771,S0403957712,7030555789,308557002006
S041797101,S0417971017,7035570296,309173035929
S041541542,S0415415427,7038287430,309035029000
S040717544,S0407175441,7035607174,308723038514
S042299295,S0422992952,7036671093,309434016182
S042208869,S0422088695,7038419953,309379044476
S041338418,S0413384184,7037982493,308936024627
S042765928,S0427659283,7039051195,309735076618
S040252455,S0402524553,7035548087,308543023133
S040658056,S0406580563,7036662056,308721021023
S040058865,S0400588651,7030222507,308472017092
S042379425,S0423794259,7037785840,309434011929
S042487325,S0424873250,7036114520,309471013200
S042189905,S0421899053,7038402356,309379014715
S042511293,S0425112937,7038311214,309471036868
S041848454,S0418484543,7036098205,309197049365
S041790029,S0417900292,7034697083,309173006519
S042266271,S0422662715,7038411938,309380021111
S042471561,S0424715611,7038634323,309470001833
S042457637,S0424576379,7038107603,309467024653
S041473019,S0414730191,7033878522,309036015523
S041242433,S0412424336,7037940123,308894008574
S040932856,S0409328563,7036619491,308782014239
S040656463,S0406564630,7034213652,308721017117
S042284270,S0422842705,7037894301,309434004371
S042452329,S0424523291,7038265116,309467019143
S041892856,S0418928565,7035993170,309198047855
S042240875,S0422408754,7038405887,309379060060
S041770729,S0417707298,7034653700,309173015275
S041064948,S0410649489,7038357967,308854020676
S042141949,S0421419493,7036252086,309316004768
S041048886,S0410488868,7038350318,308854002224
S041114704,S0411147045,7034499067,308853024436
S042503761,S0425037617,7036089964,309471030829
S042051609,S0420516096,7036260746,309283017981
S042329717,S0423297174,7038630312,309434047380
S041685201,S0416852014,7034215791,309135034712
S041458604,S0414586040,7036260609,308966043762
S041278718,S0412787188,7043320362,308937012332
S042687515,S0426875152,7038859920,309669045930
S042548261,S0425482610,7038821466,309470031916
S042191728,S0421917280,7038457486,309379022045
S041728470,S0417284702,7034114229,309134022101
S042210961,S0422109617,7038245216,309379043045
S042385456,S0423854561,7036688266,309435005958
S042157189,S0421571899,7037904295,309307054059
S041282353,S0412823532,7043345749,308937011135
S042458530,S0424585300,7038598616,309467026180
S041303365,S0413033659,7043308022,308937034094
S041391389,S0413913896,7042585201,308953026157
S042215200,S0422152008,7038123950,309379034904
S042067774,S0420677740,7037914319,309283021216
S041020103,S0410201038,7043355221,308852027625
S042318831,S0423188316,7037881380,309434032652
S041754455,S0417544550,7034207049,309134049111
S040958094,S0409580947,7036245534,308782043518
S040540184,S0405401843,7030605987,308619040697
S041036936,S0410369362,7033629278,308853003729
S042293524,S0422935240,7037792363,309434005052
S042622675,S0426226758,7031078289,309552050383
S042762556,S0427625567,7039048519,309735076040
S042105299,S0421052999,7036775017,309307008695
S042291686,S0422916865,7037899637,309434000208
S042267686,S0422676864,7038677840,309380035776
S041577176,S0415771762,7036490943,309100016889
S042540189,S0425401890,7038441824,309380029080
S041821297,S0418212977,7035553712,309197015355
S042177080,S0421770808,7036347478,309316020835
S040008176,S0400081760,7030331841,308473010443
S040537967,S0405379678,7030827351,308619047598
S041940710,S0419407100,7035994138,309234042342
S041737181,S0417371818,7043485410,309134027435
S041322520,S0413225205,7038112173,308936009421
S042499467,S0424994677,7036102402,309471024827
S041517020,S0415170203,7033899964,309035005571
S042301057,S0423010576,7037721274,309434020535
S040039275,S0400392757,7030240308,308472003066
S042479219,S0424792195,7038577795,309471008840
S042695758,S0426957582,7039033192,309735009099
S042637215,S0426372150,7035974644,309552054148
S042000280,S0420002807,7042546357,309236002112
S041732277,S0417322779,7034103417,309134016241
S041305354,S0413053544,7033759588,308937039126
S042504785,S0425047850,7036089168,309471033195
S042124146,S0421241465,7036124010,309307040760
S040393375,S0403933759,7009249315,308557007211
S042618957,S0426189577,7033505448,309552048253
S042013974,S0420139748,7036750325,309236005169
S041539387,S0415393873,7038355073,309035033110
S040117406,S0401174060,7030228713,308513096797
S042150222,S0421502226,7036303127,309316007160
S040108138,S0401081380,7030227772,308513070939
S042397946,S0423979461,7037716146,309435008245
S041897962,S0418979623,7042521583,309198014618
S042037461,S0420374615,7037917016,309283008556
S041342189,S0413421896,7037972126,308936026243
S041783012,S0417830120,7034761763,309173022241
S042146523,S0421465231,7036154614,309307050859
S042278021,S0422780211,7037850274,309436004364
S040704949,S0407049497,7034064476,308723018466
S041639746,S0416397465,7036628642,309097029089
S041992086,S0419920860,7035857689,309235046473
S042468356,S0424683566,7038131032,309467029948
S042738776,S0427387763,7039019932,309735048695
S042434536,S0424345369,7038577250,309467003833
S041863226,S0418632267,7036193972,309198014548
S042329467,S0423294671,7037728574,309434044629
S041140905,S0411409058,7034308694,308853056203
S041861125,S0418611251,7035929508,309198010473
S042541347,S0425413473,7038175140,309470015915
S042718960,S0427189600,7039023194,309735025123
S042486475,S0424864757,7033710684,309471017814
S041653841,S0416538417,7033880626,309097049827
S041899522,S0418995220,7035579599,309198045767
S041671170,S0416711704,7034134064,309135004700
S042111125,S0421111251,7037908770,309307027541
S041625793,S0416257930,7033854649,309097020944
S042316061,S0423160616,7038021047,309434035328
S042775545,S0427755452,7039076658,309735082459
S041503661,S0415036612,7036605269,309036048198
S042229129,S0422291296,7038227125,309379050801
S041418899,S0414188990,7033782081,308966002522
S042078204,S0420782047,7037936042,309283006891
S042192784,S0421927847,7038403541,309379010177
S040034104,S0400341044,7030192690,308473020932
S041184865,S0411848655,7038074719,308896008627
S040986566,S0409865666,7030786003,308781007418
S042045591,S0420455917,7042500119,309283005746
S041052226,S0410522268,7038515387,308854004793
S041826235,S0418262354,7035747873,309197020272
S041029417,S0410294176,7043367994,308852047145
S041998731,S0419987310,7042628447,309236013127
S042191122,S0421911223,7038128154,309379020418
S042222299,S0422222995,7042522537,309379052911
S040259406,S0402594063,7030469206,308466000936
S042286114,S0422861149,7038479876,309434010896
S040923641,S0409236413,7036733433,308782005511
S041809781,S0418097817,7034698701,309197011428
S042193379,S0421933790,7038206231,309379011293
S042510134,S0425101340,7038231083,309471037449
S040806847,S0408068479,7037762619,308747027476
S041899585,S0418995858,7035579568,309198045700
S041873023,S0418730234,7036228684,309198026515
S042168665,S0421686653,7035980383,309316022845
S041783026,S0417830260,7034761856,309173022246
S041939828,S0419398284,7035977791,309234023826
S041539250,S0415392508,7038353915,309035033303
S042628020,S0426280205,7033513547,309552059148
S042228898,S0422288988,7042519631,309379050460
S042489286,S0424892866,7038763226,309471016254
S042569704,S0425697048,7038299680,309470042054
S042306714,S0423067144,7036793673,309434033979
S042192620,S0421926204,7038400599,309379008790
S042092939,S0420929390,7037964840,309307017478
S040153793,S0401537937,7030163572,308513009462
S042444358,S0424443581,7038602167,309467022988
S041728163,S0417281630,7033504332,309134018171
S041643892,S0416438927,7036577144,309097040738
S040093025,S0400930252,7030223004,308472046531
S041130207,S0411302075,7034679329,308853048534
S041716293,S0417162933,7034099479,309134007506
S042697065,S0426970651,7039027327,309735008359
S042156810,S0421568103,7036258250,309316009765
S041961059,S0419610593,7035816659,309235006423
S040872311,S0408723116,7043426018,308747026588
S041636237,S0416362378,7036653111,309097032282
S042135443,S0421354430,7037842538,309307043352
S041199315,S0411993159,7034560106,308896020032
S040452806,S0404528068,7030824703,308620015041
S042082209,S0420822090,7037843402,309307005072
S041577562,S0415775628,7035894160,309100018763
S042169360,S0421693609,7033689201,309316038436
S042335557,S0423355573,7038233239,309380017247
S041050107,S0410501074,7038095759,308854013953
S041891671,S0418916710,7035926157,309198042562
S041617639,S0416176396,7036631443,309097009211
S042424709,S0424247090,7038647917,309435037984
S040888639,S0408886392,7036219256,308783024236
S041205381,S0412053818,7038510260,308896029304
S041416859,S0414168590,7033626772,308966014378
S042497049,S0424970492,7038217223,309471024841
S041489350,S0414893503,7033960558,309036020048
S041613735,S0416137358,7033841786,309097006326
S041636055,S0416360553,7036659088,309097032213
S042404772,S0424047724,7036677353,309435021675
S042354844,S0423548444,7038648497,309436034221
S041948773,S0419487732,7035800990,309234048578
S041894816,S0418948167,7035983233,309198042464
S040958184,S0409581846,7036246530,308782043833
S042549932,S0425499327,7038816693,309470029406
S041263061,S0412630610,7037992924,308894035113
S042232395,S0422323953,7038414200,309379054483
S042594593,S0425945939,7036155685,309552025515
S042061595,S0420615957,7036321583,309283030674
S040372235,S0403722359,7031080466,308557000947
S040394015,S0403940151,7031030107,308557021699
S042739647,S0427396479,7039026787,309735049277
S042196193,S0421961930,7038403478,309379010171
S042524838,S0425248383,7038589565,309470003548
S041229396,S0412293967,7037953686,308896045616
S041946263,S0419462632,7035790366,309235002557
S040015034,S0400150346,7030206960,308473016370
S042049641,S0420496419,7043314428,309236040009
S042358508,S0423585080,7037727027,309436041821
S041779095,S0417790950,7035509115,309173030531
S042354139,S0423541393,7038646964,309436034863
S041668638,S0416686386,7034197129,309135001893
S042169746,S0421697469,7038420659,309316037189
S041406736,S0414067360,7042532610,308953034108
S042585498,S0425854984,7036082987,309552017879
S040792723,S0407927230,7034382749,308747008637
S041288929,S0412889290,7033835330,308937009288
S040661675,S0406616754,7034187809,308721023871
S042379462,S0423794623,7037786200,309434011241
S042144283,S0421442835,7036022033,309316013201
S040871606,S0408716063,7037774815,308747026131
S042020469,S0420204698,7036243007,309236023050
S042237285,S0422372857,7038182206,309380015292
S042482874,S0424828742,7036116091,309471012211
S041528189,S0415281897,7038302179,309035028800
S041210870,S0412108701,7034236981,308896032855
S042135765,S0421357650,7036442174,309307055548
S042190988,S0421909881,7038458681,309379017398
S041382281,S0413822815,7042584168,308953008385
S040490113,S0404901133,7030868443,308646004840
S041569656,S0415696566,7043454387,309100012941
S042396895,S0423968958,7036785859,309435002002
S041248607,S0412486072,7038010111,308894023382
S041907207,S0419072079,7042511357,309234004953
S040709577,S0407095774,7034028337,308723027638
S042088257,S0420882572,7037878849,309307002355
S042379785,S0423797851,7037786539,309434011083
S042148231,S0421482314,7036017988,309316014861
S042262334,S0422623345,7038399680,309380025198
S042184347,S0421843473,7038135838,309379016455
S041079541,S0410795418,7037869594,308854036436
S040347247,S0403472476,7030433287,308556082382
S040511655,S0405116553,7030617220,308619024825
S041974766,S0419747661,7035815642,309235009945
S040703439,S0407034392,7031076348,308721011124
S042356242,S0423562420,7038026435,309436036205
S042659201,S0426592010,7038920542,309669018676
S041562499,S0415624999,7035903490,309100004796
S042023559,S0420235593,7036261651,309236028732
S041129029,S0411290298,7033550509,308853046550
S041276028,S0412760280,7033807360,308937007624
S042019439,S0420194390,7042609847,309236026121
S040318676,S0403186767,7030168182,308472021911
S041352109,S0413521092,7038057802,308936036019
S040102251,S0401022511,7030220924,308513057639
S041108907,S0411089070,7034478490,308853026725
S042540421,S0425404210,7038607722,309467023348
S041320800,S0413208009,7038370195,308936003068
S042206506,S0422065067,7038146911,309379032387
S042152405,S0421524050,7038459431,309307056458
S042645183,S0426451832,7038941025,309669006204
S041932175,S0419321753,7035811837,309234046314
S042372977,S0423729775,7038619889,309436031251
S040247445,S0402474459,7035521843,308543026486
S040122410,S0401224106,7030259322,308543004163
S041805601,S0418056010,7035549655,309197009558
S040270315,S0402703156,7030369219,308556015653
S040360597,S0403605972,7030347416,308556082950
S041049669,S0410496690,7034254806,308853051779
S042359318,S0423593180,7038043028,309436042548
S041836678,S0418366788,7035507905,309197039238
S042450471,S0424504718,7038265825,309467017665
S042177549,S0421775494,7036375816,309316021992
S041302221,S0413022215,7042625181,308937031925
S041577870,S0415778708,7043485141,309100020691
S041585115,S0415851154,7043472579,309100027840
S041935172,S0419351725,7035917977,309234025535
S041718363,S0417183639,7034114460,309134008981
S040892662,S0408926629,7037792408,308783032239
S041290620,S0412906209,7033753061,308937021423
S042471697,S0424716979,7038829455,309470002253
S041595736,S0415957360,7036604782,309100039619
S040379655,S0403796557,7030614779,308557036987
S041792000,S0417920005,7034177306,309135045624
S042590365,S0425903659,7036099528,309552016993
S041142909,S0411429091,7038086808,308853054409
S041395707,S0413957079,7043340563,308953024800
S041066744,S0410667444,7038077486,308854027910
S042371285,S0423712856,7038620157,309436028528
S041763937,S0417639373,7034694530,309173005582
S041078717,S0410787172,7037870514,308854032309
S041489938,S0414899382,7033916544,309036032330
S042157427,S0421574278,7036417728,309316010379
S041945493,S0419454931,7035860566,309234049670
S041892107,S0418921072,7036200802,309198044552
S041966495,S0419664952,7035970687,309235021976
S042440833,S0424408336,7038258835,309467014248
S041271402,S0412714024,7038010194,308937005727
S042305519,S0423055197,7038467606,309434029393
S041538166,S0415381662,7038295250,309035031573
S042363393,S0423633930,7037736059,309436046949
S042547323,S0425473239,7038816350,309470023850
S041661263,S0416612633,7033496368,309135009339
S041034525,S0410345250,7034569926,308852044372
S042358067,S0423580674,7037726150,309436041688
S040474674,S0404746740,7030949167,308620038727
S042643605,S0426436051,7038959647,309669004142
S041865938,S0418659386,7036187246,309198015081
S042235537,S0422355375,7038216399,309379051283
S041712712,S0417127127,7043473098,309134004678
S042447688,S0424476889,7038614028,309467021888
S042290957,S0422909575,7037780705,309434006164
S042626684,S0426266849,7033513080,309552059054
S041049254,S0410492547,7038351142,308854002519
S041353812,S0413538122,7038340385,308936037835
S042059878,S0420598785,7036248799,309283029694
S040991690,S0409916902,7036704410,308782002677
S041995579,S0419955795,7042567462,309235047640
S040945130,S0409451306,7036306176,308782034942
S041845761,S0418457619,7033508128,309197046389
S042082406,S0420824068,7037880582,309307005383
S041074086,S0410740869,7037857956,308854035755
S042021219,S0420212194,7043335396,309236027135
S040908114,S0409081142,7034384969,308783043696
S040455582,S0404555820,7030865012,308620013948
S041483907,S0414839070,7036606255,309036029052
S040982061,S0409820611,7037797940,308781006953
S040811333,S0408113334,7037819057,308783002958
S041588916,S0415889160,7035935448,309100032970
S040657997,S0406579972,7034187029,308721015412
S042284375,S0422843752,7038478869,309434004027
S041479812,S0414798128,7033958232,309036018154
S042164629,S0421646295,7036030630,309316017025
S041087969,S0410879697,7033637680,308854044778
S042692834,S0426928345,7038920232,309735004977
S040085321,S0400853215,7030247802,308472033494
S042550503,S0425505033,7038530527,309470029142
S040076030,S0400760306,7030277134,308472050660
S041319922,S0413199220,7038070766,308937044008
S040611132,S0406111326,7030551415,308646011607
S041896455,S0418964553,7035963323,309198046613
S041716644,S0417166440,7043478352,309134008272
S041130416,S0411304167,7034319230,308853048905
S042498880,S0424988804,7038233301,309471029530
S042642527,S0426425270,7038894181,309552070092
S042674342,S0426743426,7038920937,309669021681
S041406023,S0414060234,7042571790,308953040203
S042294960,S0422949607,7037730983,309434012218
S042634265,S0426342650,7038897210,309552067124
S041273434,S0412734343,7033828220,308937005183
S042267355,S0422673555,7038400331,309380025638
S042214014,S0422140140,7038453791,309379031163
S041577713,S0415777132,7035894240,309100018758
S042580017,S0425800175,7034257049,309552015301
S042578021,S0425780212,7038124448,309471044308
S042170880,S0421708800,7036350574,309316025711
S040558527,S0405585278,7036588121,308647018110
S040801653,S0408016533,7034363180,308747008001
S042324587,S0423245875,7037729744,309434044081
S040476374,S0404763741,7030981218,308620039675
S041093085,S0410930854,7033625768,308854041608
S040143594,S0401435948,7030523844,308543014726
S040341475,S0403414751,7030347176,308556085511
S040233637,S0402336374,7030495276,308543006405
S041210701,S0412107012,7038106890,308896031686
S041141585,S0411415856,7038086446,308853054297
S040669159,S0406691594,7030733393,308721034579
S040514421,S0405144212,7030616174,308619028634
S042069608,S0420696086,7036253642,309283028793
S041275895,S0412758951,7033831474,308937008271
S040161510,S0401615105,7030308142,308513015280
S040545598,S0405455986,7030315641,308646000995
S042120855,S0421208557,7037971083,309307010577
S041795470,S0417954708,7035723747,309173036978
S042259139,S0422591397,7038407572,309380014890
S041260486,S0412604865,7037998997,308894032163
S042282843,S0422828435,7038826666,309436048927
S041379717,S0413797179,7042543901,308953008839
S041821259,S0418212594,7035553763,309197014476
S041959678,S0419596787,7035901017,309235017535
S041074167,S0410741679,7037865648,308854034871
S041766733,S0417667334,7034578558,309173013768
S042192581,S0421925810,7038400749,309379008705
S042193615,S0421936153,7038388504,309379024643
S041848977,S0418489774,7034639179,309197044355
S040189840,S0401898409,7030159451,308513050335
S041533946,S0415339461,7038309295,309035028298
S041629709,S0416297096,7033811651,309097022150
S041061960,S0410619601,7033490727,308854020255
S040497701,S0404977016,7030583217,308619009890
S041037136,S0410371367,7033627116,308853002959
S041110252,S0411102521,7034490458,308853018922
S042036444,S0420364440,7043306723,309236039278
S042087475,S0420874758,7036741367,309307013814
S040995468,S0409954685,7043368853,308852011643
S041943311,S0419433110,7035822597,309234045051
S042164022,S0421640220,7033860217,309316031985
S040448719,S0404487191,7030847616,308620010105
S041555518,S0415555180,7036598544,309035048052
S041891687,S0418916877,7035924029,309198037727
S041219867,S0412198670,7034236956,308896045494
S042611700,S0426117002,7036160665,309552031086
S042361915,S0423619155,7038674131,309436011989
S040047463,S0400474630,7030275774,308466008434
S040482337,S0404823370,7030908580,308620046876
S042498518,S0424985180,7038522262,309471026048
S041666267,S0416662673,7034192941,309135001150
S042247688,S0422476881,7038226747,309380020640
S042088116,S0420881169,7037964317,309307017812
S042756235,S0427562352,7039067452,309735069602
S042314787,S0423147873,7036793420,309434030064
S041963071,S0419630713,7035801446,309235004000
S041811469,S0418114690,7034763154,309197013625
S042133943,S0421339430,7036290417,309316002599
S041499757,S0414997570,7033926573,309036043448
S042174777,S0421747776,7036349921,309316025592
S042439854,S0424398543,7038127095,309467011446
S042339391,S0423393912,7037844924,309436005870
S041908945,S0419089451,7042502481,309234007154
S042331227,S0423312270,7036781431,309435002585
S041472987,S0414729878,7033902217,309036010710
S042032320,S0420323204,7036241952,309236029741
S041944568,S0419445681,7035966381,309234041013
S042043906,S0420439067,7043317577,309283004534
S042212121,S0422121218,7038133335,309379015327
S040583285,S0405832852,7034607543,308647047582
S041302227,S0413022274,7033796991,308937031466
S040271218,S0402712180,7030442003,308556015668
S040710925,S0407109252,7034069931,308723031986
S042429157,S0424291579,7038538673,309435030335
S042439968,S0424399680,7038256664,309467014795
S041893528,S0418935286,7035791835,309198042054
S040046456,S0400464561,7030276147,308466005990
S042440440,S0424404403,7038258354,309467014058
S040904583,S0409045839,7009241106,308783019457
S041607772,S0416077720,7034106017,309134000245
S041640722,S0416407223,7036412607,309097019906
S041406082,S0414060820,7042571654,308953040465
S041904292,S0419042927,7042516029,309234002533
S041087176,S0410871769,7038080691,308854049304
S040195918,S0401959181,7030153597,308513053957
S042020581,S0420205813,7037947297,309236024912
S041201835,S0412018354,7038509526,308896025252
S040057424,S0400574243,7030281720,308472020200
S040354441,S0403544418,7030373409,308556096774
S041367548,S0413675480,7043351281,308936049902
S041616479,S0416164797,7036640636,309097008457
S041565424,S0415654243,7043463135,309100011600
S040515237,S0405152371,7030601874,308619014106
S041945858,S0419458589,7035997770,309234043853
S041502231,S0415022310,7033945536,309036040536
S042016393,S0420163932,7042564678,309235046255
S041068580,S0410685809,7038115137,308854026348
S040813559,S0408135591,7043426871,308783010385
S042143163,S0421431639,7036318529,309307047744
S040907972,S0409079725,7037821189,308783040348
S041531411,S0415314116,7038660119,309035013040
S040015129,S0400151296,7030329628,308473024976
S040282409,S0402824093,7030448627,308556004084
S040522501,S0405225018,7030816988,308619031044
S040326636,S0403266361,7035529408,308556075935
S040667436,S0406674363,7030733499,308721034610
S042181127,S0421811270,7038450291,309379000043
S040732416,S0407324161,7035647279,308723047348
S042457733,S0424577332,7038607469,309467023879
S040046748,S0400467480,7030295746,308466008113
S040591181,S0405911817,7030565602,308646003823
S040732212,S0407322126,7035608666,308723045356
S040898031,S0408980313,7036220961,308783023779
S040343326,S0403433268,7030393832,308556085773
S040389140,S0403891401,7030603334,308557015922
S041518753,S0415187530,7033875944,309035007353
S040986186,S0409861865,7036710650,308781021713
S040116807,S0401168079,7030247587,308513095507
S040980504,S0409805043,7036345069,308781016361
S040561223,S0405612232,7036626212,308647026846
S042559334,S0425593340,7038158018,309470043501
S042269707,S0422697071,7038201900,309380032198
S041340435,S0413404355,7037983734,308936023207
S040132039,S0401320393,7030248963,308513086340
S041264948,S0412649486,7034546173,308894034860
S041607504,S0416075042,7034110607,309100048767
S041650325,S0416503257,7043460593,309097045060
S040972474,S0409724744,7037825487,308781008746
S040607904,S0406079040,7030405234,308646021305
S040605334,S0406053342,7030405511,308646014814
S040973809,S0409738095,7036318755,308781007444
S040520705,S0405207052,7030613235,308619033966
S040662897,S0406628973,7033962675,308721026659
S041010527,S0410105276,7043352579,308852024807
S040569276,S0405692767,7036604647,308647023898
S041921629,S0419216291,7042519452,309234013409
S040466053,S0404660535,7030883671,308620032445
S042362806,S0423628065,7037760987,309436032142
S042308267,S0423082674,7038469630,309434022350
S040520491,S0405204916,7030816583,308619032959
S041497573,S0414975739,7036725534,309036045716
S040957574,S0409575749,7036525182,308782047650
S042209828,S0422098283,7038189614,309379046193
S042103299,S0421032998,7037890020,309307021660
S041263542,S0412635426,7038041284,308894039206
S040069267,S0400692670,7030244046,308472028876
S040127065,S0401270655,7030244166,308513074633
S040239237,S0402392371,7031053441,308620000548
S040649328,S0406493288,7034221704,308721013517
S040139713,S0401397132,7030257792,308513082165
S041111574,S0411115747,7034462790,308853029641
S040041239,S0400412391,7030487735,308466001680
S041275418,S0412754182,7043320570,308937010175
S040978051,S0409780512,7036331174,308781015014
S041743989,S0417439897,7034174102,309134036538
S040809344,S0408093449,7036280222,308783000928
S041605787,S0416057877,7036504898,309100022004
S040937653,S0409376533,7036269489,308782027047
S042321950,S0423219505,7037789223,309434041497
S040621607,S0406216071,7030376755,308646021945
S040166601,S0401666010,7030321679,308513019174
S040370860,S0403708607,7031017749,308557002882
S040157261,S0401572619,7030186103,308513001071
S041119980,S0411199800,7034707299,308853034389
S040052448,S0400524483,7030460958,308472008565
S041508491,S0415084919,7036716175,309036048982
S040467525,S0404675257,7030913590,308620033677
S040917444,S0409174442,7037796343,308781006640
S040798193,S0407981936,7030819028,308747029451
S042137451,S0421374511,7037894883,309307059600
S042270039,S0422700390,7038677830,309380035802
S042026327,S0420263279,7043309923,309236028052
S042018455,S0420184557,7042610139,309236027953
S040120132,S0401201327,7009251248,308543001330
S040915633,S0409156339,7036329210,308781009784
S041360770,S0413607701,7038006464,308936028213
S040482489,S0404824899,7030921108,308620044279
S040454123,S0404541234,7030830992,308620019975
S041791702,S0417917020,7035566459,309173017143
S041327188,S0413271886,7038103837,308936011141
S041188498,S0411884988,7038114197,308896009068
S041593537,S0415935374,7035950081,309100036380
S041446270,S0414462707,7034049498,308966041631
S041299276,S0412992768,7033819979,308937034017
S040351633,S0403516333,7031069774,308556097221
S041192186,S0411921867,7038086146,308896016813
S040503480,S0405034808,7030588740,308619011343
S042383659,S0423836598,7036714630,309435006359
S041487144,S0414871445,7038653199,309036018607
S040900978,S0409009786,7030781745,308783015220
S040149246,S0401492461,7030121898,308513012531
S040193425,S0401934251,7030115752,308513016494
S040394709,S0403947091,7030955231,308557022843
S041024615,S0410246155,7043373026,308852047828
S040653881,S0406538818,7034227302,308721017991
S040901429,S0409014291,7034386073,308783044318
S042168022,S0421680221,7033868056,309316028270
S040794520,S0407945204,7038711805,308747005545
S040659893,S0406598934,7030725475,308721026855
S041508107,S0415081073,7036593604,309097000542
S041503489,S0415034890,7036717236,309036049707
S041570072,S0415700725,7043454893,309100012714
S041566995,S0415669950,7043440938,309100010633
S041725041,S0417250417,7033502673,309134018231
S040800689,S0408006899,7030812945,308747016445
S040322542,S0403225428,7035847788,308556053165
S040365905,S0403659053,7030989319,308557011566
S040359562,S0403595624,7034457657,308556094761
S040017411,S0400174113,7030328980,308473020107
S040873935,S0408739357,7037773414,308783002285
S040614193,S0406141934,7030388061,308646033791
S041216695,S0412166957,7033641816,308896042462
S042133594,S0421335940,7036415787,309316002462
S040484059,S0404840592,7030888529,308620048947
S042387334,S0423873345,7038561663,309435001081
S041386275,S0413862752,7042580333,308953014614
S042536315,S0425363158,7038194797,309470013022
S042221129,S0422211292,7038226276,309379038608
S040238040,S0402380403,7031063408,308620002581
S041871064,S0418710640,7036174385,309198024237
S041919195,S0419191957,7042508988,309234018010
S041571538,S0415715382,7043451528,309100013994
S040537463,S0405374633,7034434299,308619049640
S040989394,S0409893945,7036704206,308782002548
S041071718,S0410717182,7038080124,308854029464
S041210871,S0412108710,7034237278,308896032856
S041039755,S0410397552,7034556966,308852038050
S040376712,S0403767123,7030603186,308557015362
S040684182,S0406841820,7036189747,308723004422
S040533734,S0405337347,7030805737,308619041662
S040042644,S0400426449,7030321207,308466006800
S040584492,S0405844923,7034604255,308647045326
S040721047,S0407210476,7033972577,308723040784
S040914998,S0409149987,7037827384,308781001757
S040449385,S0404493850,7030338461,308556076304
S040811539,S0408115396,7037819854,308783001392
S040675667,S0406756670,7034362158,308721038046
S040355308,S0403553085,7030361809,308556092452
S042200246,S0422002464,7033846590,309316033490
S041271150,S0412711505,7033810656,308937004734
S041902374,S0419023744,7035573568,309198034526
S041801921,S0418019212,7035539933,309197006074
S040651518,S0406515184,7034213908,308721017307
S040632233,S0406322335,7030385777,308646047613
S040372705,S0403727059,7031082661,308557007830
S040875481,S0408754810,7036368346,308747025196
S042389147,S0423891475,7036785423,309435002072
